Company Name,Agency,Instrument Type,Instrument_Family,Fee_Avg_Lakhs,Fee_Low_Lakhs,Fee_High_Lakhs,Rating,Rating Date,Amount Cr,Sector,Pipeline_Window,Current Urgency,Call_Window,NCD_Flag,Why Target,ACER Pitch Angle
Bagga Link Motors Ltd.,ICRA,Term loans,Term Loan,5.0,3.0,7.0,B+,2026-04-24,4.26,Automobiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bagh Bahar Appliances Pvt. Ltd.,ACUITE,Short-term loan,Term Loan,3.0,2.0,5.0,D,2026-04-07,5.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Short-term loan at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bagpoly International Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,B-,2026-04-13,8.4,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bagpoly International Pvt. Ltd.,CARE,Non-government debt,NCD / Bond,20.0,15.0,25.0,B-/A4,2026-04-13,0.15,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bagpoly International Pvt. Ltd.,CARE,Non-government debt,NCD / Bond,20.0,15.0,25.0,B-/A4,2026-04-13,7.8,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bahl Builders Pvt. Ltd.,CARE,Non-government debt,NCD / Bond,20.0,15.0,25.0,BB-/A4,2026-04-30,5.0,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bahl Builders Pvt. Ltd.,CARE,Non-government debt,NCD / Bond,20.0,15.0,25.0,BB-/A4,2026-04-30,30.0,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Balaji Agro Pvt. Ltd.,ACUITE,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-17,2.0,Agro & Food,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Balaji Agro Pvt. Ltd.,ACUITE,Long term Loans,Term Loan,5.0,3.0,7.0,B+,2026-04-17,0.2,Agro & Food,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Balaji Agro Pvt. Ltd.,ACUITE,Short-term loan,Term Loan,3.0,2.0,5.0,A 4,2026-04-17,0.5,Agro & Food,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Short-term loan at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Balaji Agro Pvt. Ltd.,CRISIL,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-21,2.0,Agro & Food,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Balaji Agro Pvt. Ltd.,CRISIL,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-21,1.5,Agro & Food,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Balaji Dayalpura Infra Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-30,85.5,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Balaji Dayalpura Infra Pvt. Ltd.,CRISIL,Term loans,Term Loan,5.0,3.0,7.0,B,2026-04-30,3.4,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Balaji Fiber Reinforce Pvt. Ltd.,IND-RA,Non-government debt,NCD / Bond,20.0,15.0,25.0,D,2026-04-02,30.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Balarka Fabricon Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-28,1.0,Textiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Balarka Fabricon Pvt. Ltd.,CARE,Term loans,Term Loan,5.0,3.0,7.0,B-,2026-04-28,1.01,Textiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bangalore Metallurgicals Pvt. Ltd.,ICRA,Term loans,Term Loan,5.0,3.0,7.0,B+,2026-04-29,1.5,Steel & Metals,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bansal Associates Pvt. Ltd.,CRISIL,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-21,6.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bardhaman Edible Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-14,0.17,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bardhaman Edible Pvt. Ltd.,CARE,Term loans,Term Loan,5.0,3.0,7.0,B-,2026-04-14,1.03,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Baril Marketing Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,Fund-Based Facilities,5.0,3.0,7.0,C,2026-04-06,19.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Belgachi Tea Co. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-15,0.58,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Belgachi Tea Co. Ltd.,CARE,Term loans,Term Loan,5.0,3.0,7.0,B-,2026-04-15,7.4,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bell Finvest (India) Ltd.,CARE,Term loans,Term Loan,5.0,3.0,7.0,D,2026-04-01,150.0,BFSI/NBFC,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bell-O-Seal Valves Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4+,2026-04-06,13.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bell-O-Seal Valves Pvt. Ltd.,CARE,Term loans,Term Loan,5.0,3.0,7.0,BB+,2026-04-06,3.22,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhagwati Industrial Group Ltd.,CRISIL,Fund based financial facility/instrument,Fund-Based Facilities,5.0,3.0,7.0,B,2026-04-17,6.26,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhagwati Industrial Group Ltd.,CRISIL,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-17,44.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhagwati Industrial Group Ltd.,CRISIL,Term loans,Term Loan,5.0,3.0,7.0,B,2026-04-17,38.64,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhagwati Vintrade Pvt. Ltd.,CARE,Term loans,Term Loan,5.0,3.0,7.0,B-,2026-04-20,8.27,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhagya Laxmi Gems & Jewellers Pvt. Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,D,2026-04-23,15.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhagyodaya Trokhos Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,Fund-Based Facilities,5.0,3.0,7.0,D,2026-04-21,13.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhagyodaya Trokhos Pvt. Ltd.,CRISIL,Long term Loans,Term Loan,5.0,3.0,7.0,D,2026-04-21,2.25,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bharat Engineering Construction Co. Pvt. Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-01,0.25,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bharat Engineering Construction Co. Pvt. Ltd.,ACUITE,Long term Loans,Term Loan,5.0,3.0,7.0,B-,2026-04-01,5.0,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhardwaj Construction Co. Pvt. Ltd.,IND-RA,Non-fund-based financial facility/instrument,Non-Fund-Based,3.0,2.0,4.0,A 4,2026-04-02,9.84,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhargavi Automobiles Pvt. Ltd.,CARE,Term loans,Term Loan,5.0,3.0,7.0,BB,2026-04-07,5.0,Automobiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhartia Yarns Pvt. Ltd.,IND-RA,Non-government debt,NCD / Bond,20.0,15.0,25.0,B/A4,2026-04-02,10.0,Textiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhopal Tractors Pvt. Ltd.,IND-RA,Non-government debt,NCD / Bond,20.0,15.0,25.0,B/A4,2026-04-02,10.0,Automobiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bhoruka Power Corpn. Ltd.,IND-RA,Term loans,Term Loan,5.0,3.0,7.0,BB-,2026-04-02,1012.82,Energy/Power,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bihani Binayake Cotex Pvt. Ltd.,CARE,Term loans,Term Loan,5.0,3.0,7.0,B-,2026-04-23,0.69,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Biomedix Optotechnik & Devices Pvt. Ltd.,IND-RA,Non-government debt,NCD / Bond,20.0,15.0,25.0,B-/A4,2026-04-02,8.91,IT/Technology,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Biop Steels & Power Pvt. Ltd.,BRICKWORK,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-07,1.0,Steel & Metals,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Biop Steels & Power Pvt. Ltd.,BRICKWORK,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-07,3.0,Steel & Metals,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Birli Spinning Mill Pvt. Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-21,7.0,Textiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Birli Spinning Mill Pvt. Ltd.,ACUITE,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-21,3.0,Textiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Birli Spinning Mill Pvt. Ltd.,ACUITE,Term loans,Term Loan,5.0,3.0,7.0,B-,2026-04-21,42.0,Textiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Blue Duck Textiles Pvt. Ltd.,IND-RA,Non-government debt,NCD / Bond,20.0,15.0,25.0,D,2026-04-02,7.83,Textiles,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bluemax Imppex (India) Pvt. Ltd.,BRICKWORK,Letter Of credit,Letter of Credit,3.0,2.0,4.0,D,2026-04-03,3.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (86 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Borkar Packaging Pvt. Ltd.,CRISIL,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-21,30.8,Paper/Packaging,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Borkar Packaging Pvt. Ltd.,CRISIL,Long term Loans,Term Loan,5.0,3.0,7.0,B,2026-04-21,25.2,Paper/Packaging,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Boxcoworld Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,D,2026-04-15,1.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Boxcoworld Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,Non-Fund-Based,3.0,2.0,4.0,D,2026-04-15,2.5,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Bravo Agencies Pvt. Ltd.,CARE,Letter Of credit,Letter of Credit,3.0,2.0,4.0,D,2026-04-06,7.5,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Brindha Cotton Mills Pvt. Ltd.,IND-RA,Non-government debt,NCD / Bond,20.0,15.0,25.0,D,2026-04-02,10.57,Agro & Food,Q2 2027,LOW (<90 days),HOT by Jan 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Brs Enterprises & Trading Ltd.,ACUITE,Letter Of credit,Letter of Credit,3.0,2.0,4.0,D,2026-04-17,30.0,Other,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Buildmate Projects Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,2026-04-15,3.0,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Buildmate Projects Pvt. Ltd.,CARE,Letter Of credit,Letter of Credit,3.0,2.0,4.0,A 4,2026-04-15,6.0,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Buildmate Projects Pvt. Ltd.,CARE,Term loans,Term Loan,5.0,3.0,7.0,C,2026-04-15,0.74,Construction,Q2 2027,LOW (<90 days),HOT by Jan 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
