Company Name,Call_Group,RM_Tier,Aug_Week,Amt_Cr,NCD,Rev_Avg_Lakhs,Sector,Agency,Windows,Window_Count,Urgency,Why_Target,Pitch
Caravel Logistics Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),11.1,1,20.0,Logistics,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Metal Care Alloys Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.56,1,20.0,Steel & Metals,IND-RA | BRICKWORK,October 2026 + Q2 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
M S Support Services Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.5,1,20.0,Logistics,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sukata Tractor Parts Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.49,1,20.0,Automobiles,CRISIL | IND-RA,Q1 2027 + Q2 2027,2,HOT,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sukata Tractor Parts Pvt. Ltd.,DUAL-QUARTER (B),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.49,1,20.0,Automobiles,,Q1 2027 + Q2 2027,2,HOT,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mani More Synthetics Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.059999999999999,1,20.0,Other,IND-RA | BRICKWORK,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Shri Ram Rubtech Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.04,1,20.0,IT/Technology,IND-RA | CARE,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Sidwin Fabric Pvt. Ltd.,DUAL-QUARTER (B),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.03,1,20.0,Textiles,,Q1 2027 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
C S H Power Himoinsa Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.0,1,20.0,Energy,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Empire Alcobrev Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.0,1,20.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Anubhav Plast Ltd.,DUAL-QUARTER (B),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.0,1,20.0,Other,,Q1 2027 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Flyjac Logistics Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.0,1,20.0,Logistics,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Samkit Diamond Export Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),10.0,1,20.0,Jewellery,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Profive Engineering Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),9.42,1,20.0,Manufacturing,CARE | IND-RA,October 2026 + Q2 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Pearson Drums & Barrels Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),9.4,1,20.0,Other,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Agrasen Iron & Steels Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),9.0,1,20.0,Steel & Metals,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Luker Electric Technologies Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),9.0,1,20.0,Energy,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Millenium Exim Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),9.0,1,20.0,Agro/Food,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A-One Footarts Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),8.64,1,20.0,Other,CARE | CRISIL,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Polixel Security Systems Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),8.5,1,20.0,Other,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Fenasia Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),8.0,1,20.0,Other,ACUITE | CARE,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Fine Pac Structures Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),8.0,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B N S R Inds. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),7.4,1,20.0,Other,ACUITE | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Memon Health Care Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),7.4,1,20.0,Healthcare,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Seco Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),7.22,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Champion Commercial Co. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),7.0,1,20.0,Other,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
V V C Motors Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),6.25,1,20.0,Other,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Hiland Agro Products Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),6.23,1,20.0,Agro/Food,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
L S Rice Exports Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),6.14,1,20.0,Agro & Food,CARE | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Encore Projects Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),5.5,1,20.0,Construction,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Winner Nippon Leatherette Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),5.25,1,20.0,Other,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shreyans Oils Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),5.0,1,20.0,Energy,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Fenasia Ltd.,DUAL-QUARTER (B),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),4.5,1,20.0,Other,,Q1 2027 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Sangam Forgings Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),4.5,1,20.0,Steel & Metals,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kundana Techno Tex Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),4.0,1,20.0,IT/Technology,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Nidhi Auto Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),3.55,1,20.0,Manufacturing,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sivaani Agribusiness Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),3.0,1,20.0,Other,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Alfa-Therm Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),2.67,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rangoli Industries Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),2.17,1,20.0,Manufacturing,CARE | BRICKWORK | CRISIL,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
N M Foodimpex Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),2.12,1,20.0,Agro/Food,BRICKWORK,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahajan Fabrics Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),0.67,1,20.0,Textiles,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Essem Auto Electricals Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),0.0,1,20.0,Energy,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Omnitech Engineering Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),0.0,1,20.0,Manufacturing,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
