Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
Narmada Drinks Pvt. Ltd.,CRISIL,Term loans,BBB+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Natco Pharma Ltd.,ICRA,Non-government debt,AA/A1+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
National Fertilizers Ltd.,IND-RA,Non-fund based working capital limit,A 1+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Nava Bharath Fertilizers Ltd.,CRISIL,Fund based financial facility/instrument,A-,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Naxpar Pharma Pvt. Ltd.,CRISIL,Term loans,BBB-,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Needle Eye Plastic Inds. Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Neogen Chemicals Ltd.,CRISIL,Long term Loans,A,,UNKNOWN,Chemicals,Active,Rating Watch,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Nikhil Adhesives Ltd.,CRISIL,Bank Guarantee,A 3+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Niknam Chemicals Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Niknam Chemicals Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Nitrex Chemicals India Ltd.,ICRA,Non-government debt,A 2+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Nuevo Polymers Pvt. Ltd.,ICRA,Non-government debt,B+/A4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Omkar Speciality Chemicals Ltd.,BRICKWORK,Letter Of credit,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Omkar Speciality Chemicals Ltd.,CRISIL,Letter Of credit,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Omnilink Technology Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 3,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Orbit Coatings Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Organic Coatings Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Osnar Chemical Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Ozone Pharmaceuticals Ltd.,CRISIL,Term loans,BBB,,UNKNOWN,Pharma/Biotech,Active,Downgraded,Recently downgraded — evaluate switching.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
P C B L Chemical Ltd.,CARE,Non-government debt,AA/A1+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
P C L Oil & Solvents Ltd.,CARE,Non-government debt,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
P K Agri Link Pvt. Ltd. [Merged],ACUITE,Bank Guarantee,A 4+,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
P M C Rubber Chemicals India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Padmaja Polymers Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Panama Petrochem Ltd.,CARE,Bank Guarantee,A 1+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Paragon Polymer Products Pvt. Ltd.,IND-RA,Non-fund-based financial facility/instrument,A 2+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Paramesu Biotech Pvt. Ltd.,CARE,Term loans,BBB+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Paramount Cosmetics (India) Ltd.,CARE,Letter Of credit,B,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Paras Polymers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Patwari Plastics Pvt. Ltd.,CRISIL,Long term Loans,B+,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Pearl Drinks Ltd.,IND-RA,Non-government debt,BBB/A3+,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Peekay Petrochem Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Periwal Polymers Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Periyar Polymers Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Pharma Impex Laboratories Pvt. Ltd.,CARE,Bank Guarantee,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Phthalo Colours & Chemicals (India) Ltd.,IND-RA,Non-government debt,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Pink Rose Lingerie Pvt. Ltd.,IND-RA,Non-government debt,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Pink Rose Lingerie Pvt. Ltd.,CRISIL,Letter Of credit,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Pioneer Plastic Inds. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Piramal Pharma Ltd.,CARE,Non-government debt,AA/A1+,,UNKNOWN,Pharma/Biotech,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Poddar Pigments Ltd.,CRISIL,Letter Of credit,A 1,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Pon Pure Chemical India Pvt. Ltd.,ICRA,Non-government debt,A-,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Pon Pure Chemical India Pvt. Ltd.,CRISIL,Letter Of credit,A 2+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Pon Pure Chemical India Pvt. Ltd.,CARE,Letter Of credit,A 2+,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Powerlinks Transmission Ltd.,CRISIL,Letter Of credit,A 1+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Pradip Plastic Moulders Pvt. Ltd.,CRISIL,Term loans,BBB-,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Pragati Coatings Pvt. Ltd.,CRISIL,Term loans,B,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Prashi Pharma Pvt. Ltd.,CRISIL,Long term Loans,B,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Prayag Polymers Ltd.,CARE,Bank Guarantee,A 3,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Precious Tradelink Pvt. Ltd.,IND-RA,Term loans,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Precise Chemi Pharma Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Precision Plastic Inds. Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 2+,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Primo Chemicals Ltd.,CARE,Non-government debt,BBB-/A3,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Prithvi Polymer Inds. Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Privi Life Sciences Pvt. Ltd.,CRISIL,Term loans,BB+,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Privi Speciality Chemicals Ltd.,CRISIL,Fund based financial facility/instrument,AA-,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Proventus Life Sciences Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Pune Polymers Pvt. Ltd.,CARE,Term loans,BB+,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Punjab Chemicals & Crop Protection Ltd.,CRISIL,Fund based financial facility/instrument,BBB+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Pure Petrochem India Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Pure Petrochem India Pvt. Ltd.,CRISIL,Long term Loans,B,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
R N K Agro & Chemicals Pvt. Ltd.,CRISIL,Term loans,B+,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Ra'Pure Life Sciences Ltd.,BRICKWORK,Letter Of credit,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Raashri Paints & Barrels Pvt. Ltd.,CRISIL,Letter Of credit,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Raghava Life Sciences Pvt. Ltd.,ICRA,Term loans,B+,,UNKNOWN,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Raj Agrochem Products Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Rajiv Petrochemicals Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 3,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Rajshree Sugars & Chemicals Ltd.,ICRA,Term loans,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Rajshree Sugars & Chemicals Ltd.,CRISIL,Long term Loans,BB-,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Rakshit Drugs Pvt. Ltd.,CRISIL,Letter Of credit,A 3,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Rakshit Pharmaceuticals Ltd.,CRISIL,Letter Of credit,A 3,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Rashtriya Chemicals & Fertilizers Ltd.,ICRA,Non-government debt,AA/A1+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Rathi Dye Chem Pvt. Ltd.,ACUITE,Bank Guarantee,A 3,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Ratnapriya Dyeing & Printing Mills Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Ravi Dyeware Co. Pvt. Ltd.,ICRA,Non-government debt,A+/A1+,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Rawalwasia Yarn Dyeing Pvt. Ltd.,ACUITE,Long term Loans,B+,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Reliance Life Sciences Pvt. Ltd.,CARE,Fund based financial facility/instrument,AAA,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Resil Chemicals Pvt. Ltd.,ICRA,Non-government debt,A-/A2+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Richfield Fertilisers Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Ridley Life Science Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Ridley Life Science Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Rishabh Metals & Chemicals Pvt. Ltd.,ACUITE,Letter Of credit,A 4+,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Roha Dyechem Pvt. Ltd.,CRISIL,Long term Loans,A+,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Rohan Dyes & Intermediates Ltd.,ACUITE,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Ronch Polymers Pvt. Ltd.,IND-RA,Term loans,A-,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Ruia Chemicals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Rupal Plastics Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
S C J Plastics Pvt. Ltd.,CRISIL,Long term Loans,B,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
S E Z Biotech Services Pvt. Ltd.,CARE,Non-government debt,AAA/A1+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
S K Solvent (I) Pvt. Ltd.,CRISIL,Long term Loans,B,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
S M P L Life Sciences Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
S P C Life Sciences Pvt. Ltd.,CARE,Letter Of credit,A 4+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
S P G V Petrochem (India) Pvt. Ltd.,CARE,Non-government debt,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
S P Solvent Pvt. Ltd.,CARE,Term loans,BB-,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
S R C Chemicals Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4+,,UNKNOWN,Chemicals,INC,Withdrawn,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
S S G Pharma Pvt. Ltd.,CRISIL,Long term Loans,B,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
S V R Drugs Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,B+,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Safal Seeds & Biotech Ltd.,BRICKWORK,Fund based financial facility/instrument,C,,UNKNOWN,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Safal Seeds & Biotech Ltd.,CRISIL,Long term Loans,B,,UNKNOWN,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sahib Tradelinks Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sai Life Sciences Ltd.,IND-RA,Non-fund based working capital limit,A 1+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sai Life Sciences Ltd.,ICRA,Fund based financial facility/instrument,AA,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sai Primus Lifebiotech Pvt. Ltd.,CRISIL,Term loans,BB+,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sai Radha Pharma (India) Pvt. Ltd.,ACUITE,Long term Loans,BB+,,UNKNOWN,Pharma/Biotech,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Saibaba Polymer Technologies Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 2,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Saichhaya Autolink Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sainath Autolinks Pvt. Ltd.,ACUITE,Term loans,B-,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sainath Autolinks Pvt. Ltd.,IND-RA,Term loans,B-,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Salicylates & Chemicals Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Salvi Chemical Inds. Ltd.,ACUITE,Bank Guarantee,A 4+,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
