Company Name,Agencies Used,Agency Count,Last Rating Date,Rating,Instrument,Urgency,Last Rating Urgency,Sector,INC_Flag,Why Target,Pitch Angle
Usha International Ltd.,CARE | ICRA,2,2026-04-17,BB+,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vibhor Steel Tubes Ltd.,CARE | CRISIL,2,2026-04-17,BBB+,Term loans,LOW,LOW,Steel & Metals,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vruksha Microfin Pvt. Ltd.,CRISIL | IND-RA,2,2026-04-17,BB,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Aryadhan Financial Solutions Pvt. Ltd.,CARE | CRISIL,2,2026-04-20,BBB+,Term loans,LOW,LOW,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Fleur Hotels Ltd.,CRISIL | ICRA,2,2026-04-20,A+,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Harbir Automobile Pvt. Ltd.,CARE | CRISIL,2,2026-04-20,B+,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Inderjeet Bros Projects Pvt. Ltd.,BRICKWORK | CRISIL,2,2026-04-20,B,Long term Loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jai Gears Pvt. Ltd.,CARE | CRISIL,2,2026-04-20,B,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jai Mata Bala Sundari Steels Pvt. Ltd.,BRICKWORK | CRISIL,2,2026-04-20,B,Fund based financial facility/instrument,LOW,LOW,Steel & Metals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jamna Auto Inds. Ltd.,CARE | ICRA,2,2026-04-20,AA,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Lemon Tree Hotels Ltd.,CRISIL | ICRA,2,2026-04-20,A+,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Lloyds Metals & Energy Ltd.,CRISIL | IND-RA,2,2026-04-20,AA,Long term Loans,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Oriental Infratrust,CRISIL | IND-RA,2,2026-04-20,AAA,Term loans,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Phoenix Structural & Engg. Pvt. Ltd.,ACUITE | CARE,2,2026-04-20,B-,Long term Loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
S K S Power Generation (Chhattisgarh) Ltd.,CARE | ICRA,2,2026-04-20,D,Non-government debt,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shivmahal Textiles Pvt. Ltd.,CARE | CRISIL,2,2026-04-20,B-,Term loans,LOW,LOW,Textiles,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
T B P R Infra Projects Pvt. Ltd.,ACUITE | ICRA,2,2026-04-20,D,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Agsons Agencies (India) Pvt. Ltd.,BRICKWORK | CRISIL,2,2026-04-21,D,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Al-Nasir Exports Pvt. Ltd.,CARE | CRISIL,2,2026-04-21,D,Term loans,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Armstrong Spinning Mills Pvt. Ltd.,CRISIL | IND-RA,2,2026-04-21,B,Long term Loans,LOW,LOW,Textiles,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Arunachala Spinning Mills India Pvt. Ltd.,CARE | CRISIL,2,2026-04-21,B,Term loans,LOW,LOW,Textiles,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
B K Sons Infrastructure Pvt. Ltd.,CARE | CRISIL,2,2026-04-21,D,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Balaji Agro Pvt. Ltd.,ACUITE | CRISIL,2,2026-04-21,A 4,Letter Of credit,LOW,LOW,Agro/Food,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Borkar Packaging Pvt. Ltd.,ACUITE | CRISIL,2,2026-04-21,B,Long term Loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Criyagen Agri & Biotech Pvt. Ltd.,CRISIL | IND-RA,2,2026-04-21,B,Term loans,LOW,LOW,Agro/Food,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
D J S Printers Pvt. Ltd.,BRICKWORK | CARE,2,2026-04-21,B+,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Devi Iron & Power Pvt. Ltd.,CARE | ICRA,2,2026-04-21,B+,Term loans,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Himalayan Flour Mill Pvt. Ltd.,CARE | CRISIL,2,2026-04-21,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Iskcon Strips Pvt. Ltd.,CRISIL | IND-RA,2,2026-04-21,BBB+,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Kerala Infrastructure Investment Fund Board,ACUITE | CRISIL,2,2026-04-21,AA(CE),Debentures / Bonds / notes / bills,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Lagan Engineering Co. Ltd.,ACUITE | CRISIL,2,2026-04-21,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Masaya Solar Energy Pvt. Ltd.,ICRA | IND-RA,2,2026-04-21,A 2,Non-fund-based financial facility/instrument,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mazda Colours Ltd.,CARE | ICRA,2,2026-04-21,BBB+/A2,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Saka Embroidery Pvt. Ltd.,CARE | IND-RA,2,2026-04-21,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sovereign Metals Ltd.,CARE | ICRA,2,2026-04-21,BBB+/A 3+,Non-government debt,LOW,LOW,Steel & Metals,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Alpha Alternatives Financial Services Pvt. Ltd.,ACUITE | CARE,2,2026-04-22,PP-MLD A-,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Consolidated Construction Consortium Ltd.,CARE | ICRA,2,2026-04-22,D,Term loans,LOW,LOW,Construction,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Formulated Polymers Pvt. Ltd.,ACUITE | BRICKWORK,2,2026-04-22,A 4,Letter Of credit,LOW,LOW,Chemicals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Harsha Constructions Pvt. Ltd.,CARE | CRISIL,2,2026-04-22,BBB+/A2,Non-government debt,LOW,LOW,Construction,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Havukal Tea & Produce Co. Pvt. Ltd.,ACUITE | BRICKWORK,2,2026-04-22,BB,Long term Loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Khayati Steel Inds. Ltd.,ACUITE | CARE,2,2026-04-22,A 3+,Bank Guarantee,LOW,LOW,Steel & Metals,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mahindra & Mahindra Financial Services Ltd.,CRISIL | IND-RA,2,2026-04-22,A 1+,Short-term loan,LOW,LOW,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
P N P Polymers Pvt. Ltd.,CRISIL | IND-RA,2,2026-04-22,BBB-,Term loans,LOW,LOW,Chemicals,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
R P P Infra Projects Ltd.,BRICKWORK | CRISIL,2,2026-04-22,A 2,Bank Guarantee,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Rockdrill Projects Pvt. Ltd.,BRICKWORK | CARE,2,2026-04-22,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Usha Yarns Ltd.,CARE | CRISIL,2,2026-04-22,BBB-,Long term Loans,LOW,LOW,Textiles,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vipul Motors Pvt. Ltd.,CARE | CRISIL,2,2026-04-22,B/A4,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Abhishek Propbuild Pvt. Ltd.,ACUITE | CARE,2,2026-04-23,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Anubhav Plast Ltd.,CRISIL | IND-RA,2,2026-04-23,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Apollo Hospitals Enterprise Ltd.,CRISIL | IND-RA,2,2026-04-23,AA+,Term loans,LOW,LOW,Healthcare,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Bharat Electrical Contractors & Mfrs. Pvt. Ltd.,ACUITE | CARE,2,2026-04-23,A 3+,Bank Guarantee,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Bihani Binayake Cotex Pvt. Ltd.,CARE | CRISIL,2,2026-04-23,B-,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
C M Auto Sales Pvt. Ltd.,BRICKWORK | CARE,2,2026-04-23,B+,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Chhabeela Energy Foods Pvt. Ltd.,BRICKWORK | CRISIL,2,2026-04-23,B,Fund based financial facility/instrument,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Choice Finserv Pvt. Ltd.,ACUITE | IND-RA,2,2026-04-23,A-,Long term Loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Claystone Granito Pvt. Ltd.,CRISIL | ICRA,2,2026-04-23,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Earth Minerals Co. Ltd.,ACUITE | CRISIL,2,2026-04-23,A 4+,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Empire Alcobrev Pvt. Ltd.,CARE | CRISIL,2,2026-04-23,B+/A4,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Envirad Projects Pvt. Ltd.,CARE | CRISIL,2,2026-04-23,B+/A4,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Future Enterprises Ltd.,ACUITE | CARE,2,2026-04-23,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Gama Infraprop Pvt. Ltd.,CARE | CRISIL,2,2026-04-23,B,Term loans,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Gensol Engineering Ltd.,CARE | ICRA,2,2026-04-23,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Go Fashion (India) Ltd.,CRISIL | ICRA,2,2026-04-23,A 1+,Letter Of credit,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
H S India Ltd.,CRISIL | IND-RA,2,2026-04-23,B,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Haldia Energy Ltd.,CARE | IND-RA,2,2026-04-23,AA-,Term loans,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
I C E D Desserts & Food Parlours (India) Pvt. Ltd.,CARE | CRISIL,2,2026-04-23,C,Term loans,LOW,LOW,Agro/Food,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Krishnaveni Carbon Products Pvt. Ltd.,CARE | CRISIL,2,2026-04-23,B,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
M P M Pvt. Ltd.,CARE | CRISIL,2,2026-04-23,BBB,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Manorama Ropes India Pvt. Ltd.,BRICKWORK | CRISIL,2,2026-04-23,B,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Montage Promoters Pvt. Ltd.,BRICKWORK | CRISIL,2,2026-04-23,D,Long term Loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Nac Jewellers Pvt. Ltd.,CARE | CRISIL,2,2026-04-23,B,Long term Loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Nimbus Motors Pvt. Ltd.,CARE | CRISIL,2,2026-04-23,C,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
P S V Precast Pvt. Ltd.,CARE | CRISIL,2,2026-04-23,B-,Term loans,LOW,LOW,Steel & Metals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Paradigm Tunneling Pvt. Ltd.,CRISIL | IND-RA,2,2026-04-23,D,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Passion Vitrified Pvt. Ltd.,BRICKWORK | CRISIL,2,2026-04-23,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Phenil Sugars Ltd.,CARE | CRISIL,2,2026-04-23,D,Bank Guarantee,LOW,LOW,Agro/Food,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Priya Blue Inds. Pvt. Ltd.,CARE | IND-RA,2,2026-04-23,A 3+,Non-fund based working capital limit,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Svatantra Microfin Pvt. Ltd.,CARE | CRISIL,2,2026-04-23,AA,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Tomar Builders & Contractors Pvt. Ltd.,CRISIL | IND-RA,2,2026-04-23,B,Bank Guarantee,LOW,LOW,Construction,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vallabh Steels Ltd.,ACUITE | CRISIL,2,2026-04-23,D,Letter Of credit,LOW,LOW,Steel & Metals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Aarti Suitings Pvt. Ltd.,ACUITE | CARE,2,2026-04-24,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Adyah Solar Energy Pvt. Ltd.,CARE | ICRA,2,2026-04-24,A 1+,Non-fund-based financial facility/instrument,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Alom Poly Extrusions Ltd.,ACUITE | CARE,2,2026-04-24,B-,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Autometers Alliance Ltd.,ACUITE | CRISIL,2,2026-04-24,A 2,Letter Of credit,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Corodex Infrastructure Pvt. Ltd.,CARE | CRISIL,2,2026-04-24,D,Non-government debt,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Elevate Campuses Ltd.,CARE | IND-RA,2,2026-04-24,A+,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Good Host Spaces (Shoolini) Pvt. Ltd.,CARE | IND-RA,2,2026-04-24,A,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Good Host Spaces (Sonipat) Pvt. Ltd.,CARE | IND-RA,2,2026-04-24,A,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Great Value Fuels Pvt. Ltd.,BRICKWORK | ICRA,2,2026-04-24,B+,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Greater Hyderabad Municipal Corpn.,CARE | IND-RA,2,2026-04-24,AA,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ideas Electricals & Engineers Pvt. Ltd.,ACUITE | CARE,2,2026-04-24,A 3+,Bank Guarantee,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Kissan Riceland Pvt. Ltd.,ACUITE | CRISIL,2,2026-04-24,D,Term loans,LOW,LOW,Agro/Food,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Maheshwari Fabtex Pvt. Ltd.,BRICKWORK | CRISIL,2,2026-04-24,D,Long term Loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Megamiles Bearing Cups Pvt. Ltd.,BRICKWORK | CRISIL,2,2026-04-24,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Minda Corporation Ltd.,CRISIL | IND-RA,2,2026-04-24,AA,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mittapally Agro Products Pvt. Ltd.,CARE | CRISIL,2,2026-04-24,D,Bank Guarantee,LOW,LOW,Agro/Food,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mudrakshi Hytech India Pvt. Ltd.,BRICKWORK | ICRA,2,2026-04-24,B+,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
