Blitz Rank,Company Name,Sector,Instrument,Current Rater,Rating,Rating Date,Urgency,INC Flag,Priority Score,Why Target,ACER Pitch Angle,Tier
1270,Shree Tatyasaheb Kore Warana Sahakari Sakhar Karkhana Limited,Mining/Minerals,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-05-05,HIGH,NO,3,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics,HOT
1271,AME Infralogistics Private Limited,Logistics,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-28,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1272,Agarwal Packers & Movers Ltd.,Logistics,Bank Guarantee,IND-RA,A 2,2025-06-04,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1273,Ameya Logistics Pvt. Ltd.,Logistics,Term loans,CRISIL,A+,2025-05-29,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1274,Boxco Logistics India Pvt. Ltd.,Logistics,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-29,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1275,D P World Multimodal Logistics Hyderabad Pvt. Ltd.,Logistics,Non-government debt,ICRA,A+/A1,2025-05-19,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1276,D P World Rail Logistics Pvt. Ltd.,Logistics,Term loans,IND-RA,A+,2025-06-02,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1277,Delta Infralogistics (Worldwide) Limited,Logistics,Long Term Facilities,Infomerics,IVR BBB- (Assigned),2024-12-24,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1278,Dev Bhumi Cold Chain Private Limited,Logistics,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-04-17,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1279,Ennore Cargo Container Terminal Pvt. Ltd.,Logistics,Fund based financial facility/instrument,CRISIL,BBB,2025-05-22,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1280,GMR Aviation Private Limited,Logistics,Long Term Fund Based Facilities,Infomerics,Withdrawn,2022-11-11,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1281,Globe Line Shipping Services Private Limited,Logistics,Long Term Facilities,Infomerics,IVR BB (Assigned),2025-04-01,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1282,Jaipur Golden Transport Co. Pvt. Ltd.,Logistics,Bank Guarantee,CRISIL,A 4+,2025-05-19,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1283,KPS Logistics,Logistics,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-20,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1284,R K Laxmi Logistic Private Limited,Logistics,Long-Term Bank Facilities,Infomerics,IVR BB (Reaffirmed),2025-03-25,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1285,Rishi Kiran Logistics Pvt. Ltd.,Logistics,Bank Guarantee,CRISIL,A 2,2025-05-20,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1286,Shree Balaji Roadlines,Logistics,Long Term Bank Facilities - Cash Credit,Infomerics,IVR BBB- (Reaffirmed),2025-04-17,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1287,Shree Balaji Roadlines73 Private Limited,Logistics,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),2025-04-17,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1288,Shree Jagannath Carriers Pvt. Ltd.,Logistics,Non-fund based working capital limit,IND-RA,A 3+,2025-06-13,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1289,Shree Vasu Logistics Ltd.,Logistics,Non-fund based working capital limit,IND-RA,A 3+,2025-05-09,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1290,Singal Transport Corporation,Logistics,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),2025-06-04,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1291,Sravan Shipping Services Private Limited,Logistics,Long Term Facilities,Infomerics,IVR BBB+ (Reaffirmed),2024-12-20,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1292,Taneja Aerospace and Aviation Ltd,Logistics,Long Term Fund based facilities- Cash Credit,Infomerics,Withdrawn,2021-10-21,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1293,Blue Star Diamonds Private Limited (BSDPL),Jewellery/Gems,Long Term/Short Term Bank Facilities - EPC/PCFC/ PSC/PSCFC,Infomerics,Withdrawn,2023-03-20,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1294,Chheda Jewellers Private Limited,Jewellery/Gems,Long Term Fund-Based Facilities,Infomerics,IVR BBB- (Assigned),2025-01-07,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1295,Davanam Jewellers Private Limited,Jewellery/Gems,Long Term Fund Based Facility,Infomerics,Withdrawn,2024-09-13,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1296,Diamond Footcare Udyog Private Limited,Jewellery/Gems,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),2025-03-25,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1297,Divya Jewellers Pvt. Ltd.,Jewellery/Gems,Letter Of credit,CRISIL,A 2+,2025-05-29,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1298,G Rajam Chetty and Sons Jewellers LLP,Jewellery/Gems,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),2024-11-29,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1299,Golkunda Diamonds and Jewellery Limited,Jewellery/Gems,Long Term Bank Facilities,Infomerics,IVR BBB-,2025-03-19,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1300,Jewelima Diamonds Private Limited,Jewellery/Gems,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),2024-12-03,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1301,Lala Kashinath Seth Jewellers Private Limited,Jewellery/Gems,Long Term Facilities,Infomerics,IVR BBB- (Reaffirmed & Withdrawn),2024-12-17,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1302,Livingstones Jewellery Private Limited,Jewellery/Gems,Long Term Facilities,Infomerics,IVR BB (Assigned),2025-05-29,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1303,Padmavati Chains and Jewels Private Limited,Jewellery/Gems,Long Term Bank Facilities - CC,Infomerics,IVR BBB- (Reaffirmed),2025-02-20,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1304,Palak Jewellers Pvt. Ltd.,Jewellery/Gems,Fund based financial facility/instrument,CRISIL,BBB+,2025-06-04,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1305,R S Brothers Jewellers Pvt. Ltd.,Jewellery/Gems,Long term Loans,CRISIL,A+,2025-05-21,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1306,Sitaram Gems,Jewellery/Gems,Short Term Facilities,Infomerics,Withdrawn,2025-06-06,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1307,Thangamayil Jewellery Ltd.,Jewellery/Gems,Non-government debt,ICRA,A+/A1,2025-06-10,HIGH,NO,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent,HOT
1308,A K Shivhare Infrastructure Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),2025-04-16,HIGH,NO,3,Rating is 422 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1309,Aaryavart Infrastructure Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BB (Reaffirmed),2025-01-03,HIGH,NO,3,Rating is 525 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1310,Agroh Diu Link Highways Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR A+ (Reaffirmed),2024-12-11,HIGH,NO,3,Rating is 548 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1311,Ajeenkya D.Y. Patil Infra Private Limited (ADYPIPL),Infrastructure,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),2025-04-02,HIGH,NO,3,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1312,Akashganga Infraventures India Private Limited (erstwhile Akashganga Infraventures India Limited),Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Upgraded),2025-02-14,HIGH,NO,3,Rating is 483 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1313,Ambe Infraprojects Private Limited,Infrastructure,Short Term Facilities,Infomerics,IVR A4+ (Assigned),2025-04-09,HIGH,NO,3,Rating is 429 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1314,Ambitious Power Trading Company Limited,Infrastructure,Short Term Bank Facility,Infomerics,IVR A3 (Reaffirmed),2025-05-21,HIGH,NO,3,Rating is 387 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1315,Amrut Exports,Infrastructure,Long term/ Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Reaffirmed),2025-02-04,HIGH,NO,3,Rating is 493 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1316,Animesh Steel and Power Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),2025-02-28,HIGH,NO,3,Rating is 469 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1317,Ansh Infratech Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),2025-03-04,HIGH,NO,3,Rating is 465 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1318,Ascent Sky Infracon LLP,Infrastructure,Long Term Bank Facility,Infomerics,IVR BBB- (Reaffirmed),2025-01-31,HIGH,NO,3,Rating is 497 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1319,Aurinko Energy Private Limited (AEPL),Infrastructure,Long Term Bank Facility,Infomerics,IVR BBB (Reaffirmed),2025-03-27,HIGH,NO,3,Rating is 442 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1320,Ayyappa Infra Projects Private Limited,Infrastructure,Long Term Bank Facility,Infomerics,IVR BBB+ (Reaffirmed),2025-05-22,HIGH,NO,3,Rating is 386 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1321,BBG Infrastructure Private Limited,Infrastructure,Short Term Bank Facilities - Bank Guarantee,Infomerics,IVR A3+ (Assigned),2024-11-19,HIGH,NO,3,Rating is 570 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1322,BKD Infrastructure Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),2024-12-20,HIGH,NO,3,Rating is 539 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1323,BPR Infrastructure Private Limited,Infrastructure,Long Term Facilities,Infomerics,IVR BBB (Upgraded),2025-02-10,HIGH,NO,3,Rating is 487 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1324,Baby Marine Eastern Exports,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2025-05-30,HIGH,NO,3,Rating is 378 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1325,Bajaj Energy Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR AA- (Upgraded),2025-02-04,HIGH,NO,3,Rating is 493 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1326,Bhanwariya Infra Projects Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3+ (Assigned),2025-03-21,HIGH,NO,3,Rating is 448 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1327,Bhimraj Exports Private Limited,Infrastructure,Long Term Bank Facility,Infomerics,IVR BBB- (Reaffirmed),2025-02-25,HIGH,NO,3,Rating is 472 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1328,Bhrunda Infra Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-04-08,HIGH,NO,3,Rating is 430 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1329,Bountiful Infraprojects Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),2024-12-26,HIGH,NO,3,Rating is 533 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1330,Bvishal Oil and Energy Limited (BVOEL),Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-05-15,HIGH,NO,3,Rating is 393 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1331,Chandrashekhar Exports Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-12,HIGH,NO,3,Rating is 457 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1332,Clifton Export Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2025-02-07,HIGH,NO,3,Rating is 490 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1333,Core Energy Systems Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),2025-01-14,HIGH,NO,3,Rating is 514 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1334,Deepak Hotels Infra Private Limited,Infrastructure,Long Term Facilities,Infomerics,IVR BBB- (CE)(Reaffirmed),2025-02-19,HIGH,NO,3,Rating is 478 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1335,Deepak Infra and Homes Private Limited,Infrastructure,Long term Bank Facilities - proposed,Infomerics,IVR BBB- (Reaffirmed),2025-02-19,HIGH,NO,3,Rating is 478 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1336,Delhi Airport Parking Services Private Limited,Infrastructure,Long Term Bank Facility,Infomerics,IVR A (Reaffirmed),2025-04-02,HIGH,NO,3,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1337,Doosan Power Systems India Private Limited,Infrastructure,Long/Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Assigned),2025-05-23,HIGH,NO,3,Rating is 385 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1338,Durga Infra Mining Private Limited,Infrastructure,Proposed Short Term Facilities,Infomerics,IVR A3+ (Assigned),2025-04-02,HIGH,NO,3,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1339,Ecofora Energy Biofuels Private Limited,Infrastructure,Short term Bank Facilities,Infomerics,IVR A3 (Assigned),2025-05-06,HIGH,NO,3,Rating is 402 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1340,Ekana Sportz City Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2025-04-03,HIGH,NO,3,Rating is 435 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1341,GLD Infraprojects Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),2024-12-26,HIGH,NO,3,Rating is 533 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1342,GMR Energy Trading Limited,Infrastructure,Long Term Facilities,Infomerics,IVR BB (Reaffirmed),2025-05-07,HIGH,NO,3,Rating is 401 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1343,GMR Power and Urban Infra Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-03,HIGH,NO,3,Rating is 466 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1344,Galaxy Transmissions Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-01-01,HIGH,NO,3,Rating is 527 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1345,Gepdec Infratech Limited,Infrastructure,Short Term Bank Facility,Infomerics,IVR A3 (Assigned),2024-12-27,HIGH,NO,3,Rating is 532 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1346,Ghanaram Infraengineers Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2025-06-03,HIGH,NO,3,Rating is 374 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1347,Girishwara RCL Highways Private Limited,Infrastructure,Proposed Long Term Bank Facility,Infomerics,IVR BBB (Assigned),2024-12-27,HIGH,NO,3,Rating is 532 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1348,Gujrat Infracon,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),2025-02-12,HIGH,NO,3,Rating is 485 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1349,Gurudeo Exports Corporation Private Limited,Infrastructure,Short Term Facilities -Credit exposure Limits,Infomerics,IVR A4 (Reaffirmed),2025-01-13,HIGH,NO,3,Rating is 515 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1350,HES Infra Private Limited,Infrastructure,Short Term Non - Fund - Based Bank Facilities - Proposed,Infomerics,IVR A3+ (Assigned),2025-04-25,HIGH,NO,3,Rating is 413 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1351,Hariom Ingots and Power Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BB+ (Downgraded),2024-12-03,HIGH,NO,3,Rating is 556 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1352,IA Hydro Energy Private Limited,Infrastructure,Long Term Facilities,Infomerics,IVR A+ (CE)(Upgraded),2025-03-28,HIGH,NO,3,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1353,IL&FS Tamil Nadu Power Company Limited,Infrastructure,Non-Convertible Debentures,Infomerics,IVR BBB- (Assigned),2025-03-31,HIGH,NO,3,Rating is 438 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1354,India Power Corporation Limited,Infrastructure,Proposed Long Term/Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Assigned),2025-03-28,HIGH,NO,3,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1355,Intact Transport Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-04-01,HIGH,NO,3,Rating is 437 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1356,JKV Infracon (I) Private Limited,Infrastructure,Long Term Facilities,Infomerics,IVR B+ (Assigned),2024-12-31,HIGH,NO,3,Rating is 528 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1357,Jaideepraj Infrastructure Private Limited,Infrastructure,Short Term Bank Facilities - Proposed,Infomerics,IVR A3 (Assigned),2025-02-21,HIGH,NO,3,Rating is 476 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1358,Jitendra Singh Devgad Kaladgi Highway Private Limited,Infrastructure,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),2025-04-02,HIGH,NO,3,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1359,KSR Infracon Private Limited,Infrastructure,Short Term Facilities,Infomerics,IVR A3+ (Upgraded),2025-03-11,HIGH,NO,3,Rating is 458 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1360,Karle Infra Private Limited,Infrastructure,Long Term Facilities,Infomerics,IVR BBB+ (Reaffirmed),2025-02-07,HIGH,NO,3,Rating is 490 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1361,Karnikripa Power Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A2+ (Assigned),2025-02-14,HIGH,NO,3,Rating is 483 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1362,Kaveri Infraprojects Private Limited,Infrastructure,Short-term Bank Facilities,Infomerics,IVR A3+ (Assigned),2025-06-03,HIGH,NO,3,Rating is 374 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1363,Krishna Darshan Enviro Care & Infra Project Private Limited,Infrastructure,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),2025-05-09,HIGH,NO,3,Rating is 399 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1364,Krivi Energy Private Limited (Erstwhile Krivi-Tex Private Limited),Infrastructure,Short term Bank Facilities - Proposed Letter of Credit,Infomerics,IVR A3+ (Reaffirmed),2024-12-19,HIGH,NO,3,Rating is 540 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1365,Lalitpur Power Generation Company Limited,Infrastructure,Long Term / Short Term Bank Facilities,Infomerics,IVR AA-/IVR A1+; (Reaffirmed),2025-05-28,HIGH,NO,3,Rating is 380 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1366,Laxmi Infra Venture Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-06-04,HIGH,NO,3,Rating is 373 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1367,Laxmikripa Steels & Power Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-27,HIGH,NO,3,Rating is 442 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1368,Livindia Infra Private Limited,Infrastructure,Short Term Bank Facility,Infomerics,IVR A4 (Reaffirmed),2025-01-29,HIGH,NO,3,Rating is 499 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1369,Lords Infracon Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-20,HIGH,NO,3,Rating is 449 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1370,MCGN Infra Private Limited,Infrastructure,Long Term Bank Facility,Infomerics,IVR BBB (Reaffirmed),2025-04-02,HIGH,NO,3,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1371,MKC Badarpur Churaibari Kamakhya (Pkg-4) Highways Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR A- (Assigned),2025-05-15,HIGH,NO,3,Rating is 393 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1372,MKC Badarpur Churaibari Kamakhya (Pkg-7) Highways Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR A- (Assigned),2025-05-15,HIGH,NO,3,Rating is 393 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1373,MKC Badarpur Churaibari Kamakhya Highways Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR A- (Assigned),2025-03-13,HIGH,NO,3,Rating is 456 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1374,MKC Belgaum Raichur (Pkg-2) Najundeshwara Highways Private Limited,Infrastructure,Long Term / Short Term Bank Facilities,Infomerics,IVR A-/IVR A2+; (Assigned),2025-03-13,HIGH,NO,3,Rating is 456 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1375,MKC Jaunpur Akbarpur Kashivishwanathji (pkg-2) Highways Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR A- (Assigned),2025-03-13,HIGH,NO,3,Rating is 456 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
1376,MKC Jaunpur Akbarpur Kashivishwanathji (pkg-3) Highways Private Limited,Infrastructure,Long Term Bank Facilities,Infomerics,IVR A- (Assigned),2025-03-13,HIGH,NO,3,Rating is 456 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,HOT
