Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Why Target,ACER Pitch Angle
Abha Agro Exports Pvt. Ltd.,Long term Loans,Long term Loans,ACUITE,ACUITE,1,BB+,Downgraded,2025-09-03,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Ajay Food Products (Katni) Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,BB+,Withdrawn,2025-12-02,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Aqua Space Developers Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,AA-,Reaffirmed,2025-10-09,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Aries Agro Ltd.,Letter Of credit,Letter Of credit,CRISIL,CRISIL,1,A 2,Reaffirmed,2025-08-12,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Baba Agro Food Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,CRISIL,CRISIL,1,A-,Upgraded,2025-09-10,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Bambino Pasta Food Inds. Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee,CRISIL,CRISIL,1,A 2,Reaffirmed,2025-10-17,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Bolas Agro Pvt. Ltd.,Non-fund-based financial facility/instrument | Non-government debt,Non-government debt,ICRA,ICRA,1,A+/A1,Upgraded,2025-07-28,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
C P Milk & Food Products Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 2,Reaffirmed,2025-11-03,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
C R D Agro Foods Ltd.,Fund based financial facility/instrument | Term loans,Term loans,BRICKWORK,BRICKWORK,1,B+,Withdrawn,2025-07-01,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Century Flour Mills Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee,CARE,CARE,1,A 2+,Reaffirmed,2025-09-04,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Coastal Aqua Pvt. Ltd.,Bank Guarantee | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Bank Guarantee,CARE,CARE,1,A 3,Reaffirmed,2025-12-04,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Dairy Classic Ice Creams Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Fund based financial facility/instrument,CRISIL,CRISIL,1,A,Reaffirmed,2025-10-08,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Devyani Food Inds. Ltd.,Non-government debt | Term loans,Non-government debt,CARE,CARE,1,A/A1,Reaffirmed,2025-10-08,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Dhampur Sugar Mills Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,AA-/A1+,Initial Rating,2025-11-14,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Dinshaw'S Dairy Foods Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Long term Loans,CRISIL,CRISIL,1,A,Upgraded,2025-08-11,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Dwarikesh Sugar Inds. Ltd.,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,ICRA,ICRA,1,AA-,Reaffirmed,2025-08-14,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
East West Seeds India Pvt. Ltd.,Non-government debt,Non-government debt,CARE,CARE,1,BBB+/A2,Reaffirmed,2025-08-19,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
F P E L Tn Wind Farm Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,BBB+,Initial Rating,2025-09-25,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Farm Gas Pvt. Ltd.,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,IND-RA,IND-RA,1,A 3,Withdrawn,2025-09-11,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Ganga Kaveri Seeds Pvt. Ltd.,Bank Guarantee,Bank Guarantee,CRISIL,CRISIL,1,BBB-,Reaffirmed,2025-09-09,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Gangamauli Sugar & Allied Inds. Pvt. Ltd.,Long term Loans,Long term Loans,ACUITE,ACUITE,1,BB-,Withdrawn,2025-09-11,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Ganpati Agri Business Pvt. Ltd.,Term loans,Term loans,ACUITE,ACUITE,1,BBB-,Withdrawn,2025-09-02,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Gem Edible Oils Pvt. Ltd.,Fund based financial facility/instrument | Letter Of credit | Long term Loans,Fund based financial facility/instrument,CRISIL,CRISIL,1,A 2,Upgraded,2025-11-28,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Girnar Food & Beverages Pvt. Ltd.,Long term Loans | Short-term loan,Long term Loans,ICRA,ICRA,1,A-,Reaffirmed,2025-06-16,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Gits Food Products Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,BBB+,Reaffirmed,2025-11-11,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Godavari Mega Aqua Food Park Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,A 2,Reaffirmed,2025-10-10,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Gokul Agro Resources Ltd.,Bank Guarantee | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument,Long term Loans,CRISIL,CRISIL,1,A,Upgraded,2025-08-01,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
H L Agro Products Pvt. Ltd.,Letter Of credit,Letter Of credit,CRISIL,CRISIL,1,A 2+,Upgraded,2025-11-06,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
I F B Agro Inds. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,A+,Reaffirmed,2025-06-25,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Indapur Dairy & Milk Products Ltd.,Non-fund based working capital limit | Term loans,Term loans,IND-RA,IND-RA,1,A+,Upgraded,2025-10-31,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Jai Giriraj Rice & Agro Mills Pvt. Ltd.,Bank Guarantee | Non-fund-based financial facility/instrument,Bank Guarantee,CRISIL,CRISIL,1,A 3+,Reaffirmed,2025-07-10,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Jai Kahna Rice & Agro Mills Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,BBB,Reaffirmed,2025-07-10,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Jayant Agro-Organics Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-government debt,ICRA,ICRA,1,A-/A2+,Reaffirmed,2025-09-12,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
K C P Sugar & Inds. Corpn. Ltd.,Bank Guarantee | Non-government debt | Term loans,Non-government debt,CARE,CARE,1,A-/A2+,Reaffirmed,2025-10-07,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
K N Agri Resources Ltd.,Short-term loan,Short-term loan,CRISIL,CRISIL,1,A 2,Reaffirmed,2025-09-03,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
K P R Sugar & Apparels Ltd.,Non-government debt | Term loans,Non-government debt,CARE,CARE,1,AA-/A1+,Reaffirmed,2025-10-10,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
K P R Sugar Mill Ltd.,Term loans,Term loans,CARE,CARE,1,AA,Reaffirmed,2025-10-10,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
K S Agro Services Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,CRISIL,CRISIL,1,BBB-,Initial Rating,2025-06-24,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
K T V Edible Oils Pvt. Ltd.,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,IND-RA,IND-RA,1,A 2,Reaffirmed,2025-07-23,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Kalyan Aqua & Marine Exports India Pvt. Ltd.,Bank Guarantee | Non-fund-based financial facility/instrument,Bank Guarantee,CARE,CARE,1,A 4+,Downgraded,2025-06-18,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Kartar Agro Inds. Pvt. Ltd.,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,IND-RA,IND-RA,1,A 2+,Upgraded,2025-09-25,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Kenox Agro Industries Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,CRISIL,CRISIL,1,BB,Upgraded,2025-08-19,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Kribhco Agri Business Ltd.,Fund based financial facility/instrument | Long term Loans | Short-term loan,Long term Loans,CRISIL,CRISIL,1,AA-,Initial Rating,2025-07-30,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
M L R Agri Food Products Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,BBB+,Reaffirmed,2025-10-09,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Magadh Sugar & Energy Ltd.,Bank Guarantee | Term loans,Term loans,CARE,CARE,1,A+,Initial Rating,2025-08-22,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Mahindra Agri Solutions Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,ICRA,ICRA,1,A,Reaffirmed,2025-10-30,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Majestic Basmati Rice Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,ICRA,ICRA,1,A 3,Initial Rating,2025-07-21,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Manjri Stud Farm Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,BBB,Reaffirmed,2025-08-08,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Milky Mist Dairy Food Pvt. Ltd.,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,CRISIL,CRISIL,1,A 2,Upgraded,2025-11-18,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Niket Food Products Pvt. Ltd.,Short-term loan,Short-term loan,ACUITE,ACUITE,1,A 4+,Downgraded,2025-08-26,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Parag Milk Foods Ltd.,Non-government debt | Term loans,Non-government debt,IND-RA,IND-RA,1,BBB/A3+,Reaffirmed,2025-06-30,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Param Dairy Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,CRISIL,CRISIL,1,A 3+,Initial Rating,2025-07-29,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Parayil Food Products Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 3+,Reaffirmed,2025-11-06,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Parisons Roller Flour Mills Pvt. Ltd.,Letter Of credit,Letter Of credit,CARE,CARE,1,A 3,Reaffirmed,2025-08-08,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Pragati Agri Products Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 3+,Reaffirmed,2025-09-25,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Prasad Seeds Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Long term Loans,CRISIL,CRISIL,1,A-,Reaffirmed,2025-08-05,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Preet Agro Inds. Pvt. Ltd.,Letter Of credit | Term loans,Term loans,ICRA,ICRA,1,A-,Reaffirmed,2025-08-05,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Premier Agri Foods Pvt. Ltd.,Non-government debt | Term loans,Term loans,BRICKWORK,BRICKWORK,1,BB,Withdrawn,2025-10-29,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
R M M Agro Exports Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,CRISIL,CRISIL,1,BBB-,Reaffirmed,2025-09-12,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Red Cow Dairy Pvt. Ltd.,Bank Guarantee | Term loans,Term loans,CARE,CARE,1,A-,Upgraded,2025-11-06,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Revera Milk & Foods Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,BB-,Initial Rating,2025-10-24,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Ripuraj Agro Pvt. Ltd.,Fund based financial facility/instrument | Long term Loans,Fund based financial facility/instrument,CRISIL,CRISIL,1,BBB+,Reaffirmed,2025-06-18,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
S V M A Agro Products Ltd.,Letter Of credit,Letter Of credit,CRISIL,CRISIL,1,A 4+,Reaffirmed,2025-08-11,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sanmati Edible Oil Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,CRISIL,CRISIL,1,A 4+,Upgraded,2025-10-06,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Satyam Balajee Rice Inds. Pvt. Ltd.,Long term Loans,Long term Loans,ACUITE,ACUITE,1,A-,Reaffirmed,2025-12-04,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Shanmukha Agri Tech Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,A-,Reaffirmed,2025-07-18,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sharayu Agro Inds. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,BB-,Initial Rating,2025-07-31,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Shri Paramsukh Edible Foods Pvt. Ltd.,Long term Loans,Long term Loans,ACUITE,ACUITE,1,C,Reaffirmed,2025-10-01,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Shyamsree Food Processing Pvt. Ltd.,Bank Guarantee,Bank Guarantee,CARE,CARE,1,A,Withdrawn,2025-11-07,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sigma Spice Inds. Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,BBB,Reaffirmed,2025-08-07,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sri Krishna Steam Rice & Oil Mill Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,BB,Initial Rating,2025-10-07,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sri Luxmi Tulasi Agro Paper Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 3+,Reaffirmed,2025-09-11,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Star Rice Land Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,CRISIL,CRISIL,1,B,Withdrawn,2025-10-24,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sukhjit Mega Food Park & Infra Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,A+(CE),Withdrawn,2025-08-14,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Superior Food Grains Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-09-18,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Surya Foods & Agro Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,Fund based financial facility/instrument,CRISIL,CRISIL,1,A,Reaffirmed,2025-12-11,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Tanna Agro Impex Pvt. Ltd.,Non-government debt,Non-government debt,ICRA,ICRA,1,A-/A2+,Reaffirmed,2025-12-12,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Uttam Sugar Mills Ltd.,Bank Guarantee | Term loans,Term loans,CARE,CARE,1,A,Upgraded,2025-09-24,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
V V V & Sons Edible Oils Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,BBB+,Reaffirmed,2025-08-08,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Vagdevi Food Products Pvt. Ltd.,Fund based financial facility/instrument | Long term Loans,Fund based financial facility/instrument,CRISIL,CRISIL,1,BB,Reaffirmed,2025-06-24,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Vaishnodevi Agro Resources Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 3,Upgraded,2025-06-27,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Vijay Food Products Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,BB+,Initial Rating,2025-12-09,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Vijayanagar Sugar Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit,CARE,CARE,1,A 3,Reaffirmed,2025-10-16,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Vijaykant Dairy & Food Products Ltd.,Non-government debt | Term loans,Non-government debt,CARE,CARE,1,BBB-/A3,Initial Rating,2025-07-28,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Vimal Agro Products Pvt. Ltd.,Non-government debt,Non-government debt,BRICKWORK,BRICKWORK,1,A 3+,Initial Rating,2025-10-14,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Yashoda Hybrid Seeds Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,BB,Withdrawn,2025-11-14,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Yojana Poultry Pvt. Ltd.,Non-government debt | Term loans,Non-government debt,ICRA,ICRA,1,BB-/A4,Upgraded,2025-11-20,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Ananda Dairy Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB (Reaffirmed),,2025-06-16,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Ars Agri Industries LLP,Long term Bank Facilities- Cash Credit | Long term Bank Facilities- Term Loan | Proposed Long Term/ Short Term | Short term Bank Facilities- Bank Guarantee,Long term Bank Facilities- Term Loan,Infomerics,Infomerics,1,IVR BB- (Assigned),,2025-07-09,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Balaji Rice Industries Private Limited,Long Term Bank Facilities | Short Term Bank Facility,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB (Assigned),,2025-07-31,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Bhagwatam Food Grains Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB+ (Assigned),,2025-08-20,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Brightstar Foods India Private Limited (erstwhile Poonam Roller Flour Mills Private Limited),Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB (Upgraded and Withdrawn),,2025-06-23,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Chennai Rice Industries India Private Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB,,2025-10-09,MEDIUM,2,NO,Agro/Food,Agro/Food sector — peak season timing,Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
