Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,INC,Sector,Why Target,ACER Pitch Angle
Sael Industries Ltd.,Non-government debt,CARE,BBB+/A2,03-06-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Tayal India Motors Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,02-06-2025,HIGH,Y,Manufacturing,HIGH urgency ACUITE INC client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Globe Automobiles Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB+,02-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Innova Rubbers Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,02-06-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Gainwell Engineering Pvt. Ltd.,Non-government debt,CARE,BB+/A4,02-06-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Bhopal Switch Gears Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,02-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Leel Electricals Ltd.,Fund based financial facility/instrument,CARE,D,02-06-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
F P L Automobiles Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,02-06-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Apple Industries Ltd.,Fund based financial facility/instrument,CARE,BB-,02-06-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Pandit Automobiles Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,02-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Oswal Knitting & Spinning Inds. Ltd.,Letter Of credit,CARE,D,02-06-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Grasim Industries Ltd.,Non-government debt,ICRA,AAA/A1+,02-06-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Chadha Papers Ltd.,Letter Of credit,CRISIL,A 4+,02-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Peekay Steel Castings Pvt. Ltd.,Letter Of credit,CRISIL,A 1,30-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Podder & Podder (Equipment & Project) Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4,30-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Walchandnagar Industries Ltd.,Bank Guarantee,ACUITE,A 4+,30-05-2025,HIGH,N,Manufacturing,HIGH urgency ACUITE client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Shri Hari Krishna Papers Pvt. Ltd.,Letter Of credit,CRISIL,A 2,30-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Velox Motors Pvt. Ltd.,Term loans,CRISIL,BB+,30-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Pai International Electronics Ltd.,Term loans,ICRA,BBB,30-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Star Pipe Foundry (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,30-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Supertron Electronics Pvt. Ltd.,Non-government debt,ICRA,A/A2+,30-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
O S T Electronics Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,30-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Black Diamond Equipments Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,30-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Dhanalakshmi Automotives India Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C-,30-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Kusalava Motors Pvt. Ltd.,Term loans,BRICKWORK,C,30-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Hero Wiretex Ltd.,Letter Of credit,BRICKWORK,D,30-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Joshi Auto Zone Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,30-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Industrial Progressive (India) Ltd.,Fund based financial facility/instrument,CARE,D,30-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Automotive Stampings & Assemblies Ltd.,Letter Of credit,CRISIL,A 2+,30-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Castorgirnar Industries Pvt. Ltd.,Term loans,CRISIL,BBB,30-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
M E W Electricals Ltd.,Letter Of credit,CRISIL,A 3,30-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Stellar Autohaus Pvt. Ltd.,Term loans,CRISIL,BB+,29-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
P T C Industries Ltd.,Term loans,CARE,BBB+,29-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Shree Bharat Motors Ltd.,Term loans,CRISIL,D,29-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Bhadora Industries Ltd.,Long term Loans,CRISIL,B+,29-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Ovis Equipments Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,B+,29-05-2025,HIGH,Y,Manufacturing,HIGH urgency ICRA INC client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Benara Bearings & Pistons Ltd.,Term loans,CARE,D,29-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Sadhu Forging Ltd.,Non-fund-based financial facility/instrument,ICRA,A 3,29-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
R Q S Engineering Pvt. Ltd.,Long term Loans,CRISIL,B,29-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Rupal Plastics Pvt. Ltd.,Letter Of credit,CRISIL,A 4,29-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Rockwell Automation India Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,AAA,29-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Gujarat Pickers Industries Ltd.,Bank Guarantee,CRISIL,A 4+,29-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Rajputana Industries Ltd.,Term loans,CARE,BBB+,29-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Shankar Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB-,29-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Omsairam Steels & Alloys Pvt. Ltd.,Non-fund-based financial facility/instrument,CARE,A 4,29-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
A S Wire Inds. (V S P) Pvt. Ltd.,Term loans,BRICKWORK,C,29-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Venus Garments (India) Ltd.,Long term Loans,CRISIL,D,29-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Maurya Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB-,29-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Remira Motors Pvt. Ltd.,Term loans,CARE,B-,28-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Metstar Industries Pvt. Ltd.,Term loans,BRICKWORK,C,28-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Mojj Engineering Systems Ltd.,Non-fund based working capital limit,IND-RA,A 3+,28-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
A K R Industries Pvt. Ltd.,Term loans,IND-RA,BB,28-05-2025,HIGH,Y,Manufacturing,HIGH urgency IND-RA INC client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Umesh Industries Pvt. Ltd.,Term loans,BRICKWORK,C,28-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Voltech Manufacturing Co. Pvt. Ltd.,Term loans,CARE,B,28-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Everest Industries Ltd.,Non-fund-based financial facility/instrument,ICRA,A 2+,28-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Vipul Industries Pvt. Ltd.,Term loans,ICRA,B+,28-05-2025,HIGH,Y,Manufacturing,HIGH urgency ICRA INC client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Aravind Ceramics Pvt. Ltd.,Term loans,IND-RA,BB+,28-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Satyendra Packaging Ltd.,Short-term loan,CRISIL,A 2+,28-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Jagatjit Industries Ltd.,Term loans,ACUITE,B+,28-05-2025,HIGH,N,Manufacturing,HIGH urgency ACUITE client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Transformers & Rectifiers (India) Ltd.,Non-fund based working capital limit,IND-RA,A 1+,28-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Jyoti Automobiles Pvt. Ltd.,Term loans,CARE,BB+,28-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Jagdhatri Papers Pvt. Ltd.,Long term Loans,CRISIL,BB+,28-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Sanvira Industries Ltd.,Letter Of credit,CRISIL,A 1+,27-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Shri Mangalam Auto Pvt. Ltd.,Term loans,CRISIL,BB,27-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Vikran Engineering Ltd.,Term loans,IND-RA,BBB+,27-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Kun Auto Co. Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB+,27-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Mehali Papers Pvt. Ltd.,Term loans,CARE,BBB+,27-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Universal Auto Components Pvt. Ltd.,Term loans,BRICKWORK,D,27-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Apcotex Industries Ltd.,Non-fund-based financial facility/instrument,ICRA,A 1+,27-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Vamshi Motors Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,27-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Amazing Rubber Products Pvt. Ltd.,Long term Loans,CRISIL,BB,27-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Bharati Motors Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,26-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Trans Valves (India) Pvt. Ltd.,Letter Of credit,CRISIL,A 4,26-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Dishnet Wireless Ltd.,Term loans,CARE,D,26-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Firozabad Ceramics Pvt. Ltd.,Long term Loans,CRISIL,D,26-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Autobahn Trucking Corpn. Pvt. Ltd.,Term loans,IND-RA,BBB-,26-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Tejpal Motors Pvt. Ltd.,Fund based financial facility/instrument,ACUITE,BBB-,26-05-2025,HIGH,N,Manufacturing,HIGH urgency ACUITE client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Taron Material Handling Equipments Pvt. Ltd.,Term loans,IND-RA,A-,26-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Siac S K H India Cabs Mfg. Pvt. Ltd.,Short-term loan,ICRA,A 2,26-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Deki Electronics Ltd.,Fund based financial facility/instrument,CRISIL,BBB,26-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Pengg Usha Martin Wires Pvt. Ltd.,Letter Of credit,CARE,A 1,26-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Speedofer Components Pvt. Ltd.,Long term Loans,CRISIL,B-,26-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Sree Krishna Automotives Hyderabad Pvt. Ltd.,Non-government debt,ICRA,BBB/A3+,26-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Vesta Equipment Pvt. Ltd.,Term loans,CARE,D,26-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Utkal Automobiles Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 3+,26-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Indraprastha Automobiles Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,26-05-2025,HIGH,Y,Manufacturing,HIGH urgency ICRA INC client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Astec Valves & Fittings Pvt. Ltd.,Term loans,BRICKWORK,C,23-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Alok Industries Ltd.,Term loans,CARE,AA+,23-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Samriddhi Automations Pvt. Ltd.,Term loans,CRISIL,BB+,23-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Silvertoan Papers Ltd.,Letter Of credit,BRICKWORK,A 4,23-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Aurionpro Toshi Automatic Systems Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,23-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Shah Paperplast Inds. Ltd.,Letter Of credit,ACUITE,D,23-05-2025,HIGH,Y,Manufacturing,HIGH urgency ACUITE INC client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
A B T Industries Ltd.,Term loans,ICRA,BB,23-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Dhcube Industries Pvt. Ltd.,Non-government debt,CARE,BB/A4,23-05-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Truevalue Engineering Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,23-05-2025,HIGH,Y,Manufacturing,HIGH urgency ICRA INC client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Victora Industries Pvt. Ltd.,Letter Of credit,CRISIL,A 3+,23-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Sandeep Motors Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C,23-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Genus Paper & Coke Ltd.,Term loans,CARE,BB,23-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
G I Industries Pvt. Ltd.,Letter Of credit,BRICKWORK,D,23-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Ashok Auto Sales Ltd.,Fund based financial facility/instrument,CRISIL,BBB+,23-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Roop Auto Forge Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A+,23-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Hitaishi K K Mfg. Co. Pvt. Ltd.,Bank Guarantee,ACUITE,D,23-05-2025,HIGH,Y,Manufacturing,HIGH urgency ACUITE INC client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Rajamane Industries Pvt. Ltd.,Term loans,CARE,B-,23-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Roop Automotives Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 1+,23-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Godrej & Boyce Mfg. Co. Ltd.,Letter Of credit,CRISIL,A 1+,22-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
South Asian Ceramic Tiles Pvt. Ltd.,Term loans,IND-RA,BBB+,22-05-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Promac Engineering Inds. Ltd.,Bank Guarantee,BRICKWORK,A 4,22-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Caparo Engineering India Ltd.,Term loans,CRISIL,BBB-,22-05-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Trident Automobiles Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B-,22-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
A Auto Movers Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,22-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Alstone Industries Pvt. Ltd.,Term loans,CRISIL,B,22-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Ambit Switchgear Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,22-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Mahakali Motors Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C,22-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
United Rubber Inds. (India) Pvt. Ltd.,Term loans,BRICKWORK,C,21-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Moharir Motors & Services Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C-,21-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
H M C M M Auto Ltd.,Non-government debt,ICRA,A 1+,21-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
A B C Transformers Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,21-05-2025,HIGH,Y,Manufacturing,HIGH urgency ICRA INC client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Jindal Nickel & Alloys Ltd.,Bank Guarantee,BRICKWORK,A 4,21-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Integral Industries Pvt. Ltd.,Letter Of credit,ACUITE,BB,21-05-2025,HIGH,Y,Manufacturing,HIGH urgency ACUITE INC client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Unique Autosales Pvt. Ltd.,Term loans,BRICKWORK,C,21-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Shubhlaxmi Casting Pvt. Ltd. [Merged],Bank Guarantee,BRICKWORK,A 4,21-05-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Achiever Apparels Pvt. Ltd.,Short-term loan,CRISIL,A 4,21-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Ray Engineering Pvt. Ltd.,Non-government debt,CARE,B+/A4,21-05-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Chromewell Engineering Pvt. Ltd.,Term loans,ICRA,BBB-,21-05-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Anupam Industries Ltd.,Term loans,CRISIL,D,21-05-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
R N V Industries Pvt. Ltd.,Letter Of credit,ACUITE,BB,21-05-2025,HIGH,Y,Manufacturing,HIGH urgency ACUITE INC client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Ensol Multiclean Equipments Pvt. Ltd.,Term loans,ACUITE,BB,21-05-2025,HIGH,N,Manufacturing,HIGH urgency ACUITE client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
