Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,INC,Sector,State,Why Target,ACER Pitch Angle,Source
Precaution Healthcare Private Limited,Long Term Facilities,Infomerics,IVR B+ (Assigned),2025-10-22,MEDIUM,NO,Healthcare,,Approaching renewal (235d),ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.,Infomerics
Royalcare Super Speciality Hospital Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),2025-08-04,MEDIUM,NO,Healthcare,,Approaching renewal (314d),ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.,Infomerics
Rusan Pharma Limited,Long Term Bank Facilities,Infomerics,IVR A- (Reaffirmed),2025-09-25,MEDIUM,NO,Healthcare,,Approaching renewal (262d),ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.,Infomerics
SMS Lifesciences India Limited,Update,Infomerics,-,2025-08-29,MEDIUM,NO,Healthcare,,Approaching renewal (289d),ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.,Infomerics
SSV Pharma Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Reaffirmed),2025-10-31,MEDIUM,NO,Healthcare,,Approaching renewal (226d),ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.,Infomerics
Satyam Educational Health and Charitable Trust,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-09-08,MEDIUM,NO,Healthcare,,Approaching renewal (279d),ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.,Infomerics
Steribio Lifesciences Private Limited,Long Term Facilities,Infomerics,IVR BB+ (Assigned),2025-10-09,MEDIUM,NO,Healthcare,,Approaching renewal (248d),ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.,Infomerics
Sudarshan Pharma Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-09-09,MEDIUM,NO,Healthcare,,Approaching renewal (278d),ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.,Infomerics
TI Medical Private Limited (Erstwhile Lotus Surgicals Private Limited),Long term Bank Facilities- Term loan,Infomerics,IVR AA- (Upgraded),2025-08-13,MEDIUM,NO,Healthcare,,Approaching renewal (305d),ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.,Infomerics
The Trivandrum Specialists Hospital Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-06-23,MEDIUM,NO,Healthcare,,Approaching renewal (356d),ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.,Infomerics
Tristar Lifesciences Private Limited,Long Term Bank Facilities,Infomerics,IVR D (ISSUER NOT COOPERATING),2025-09-22,MEDIUM,NO,Healthcare,,Approaching renewal (265d),ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.,Infomerics
VRV Hospitality Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-08-07,MEDIUM,NO,Healthcare,,Approaching renewal (311d),ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.,Infomerics
A G D Biomedicals Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,2025-08-11,MEDIUM,NO,Healthcare,,Approaching renewal (307d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
A N M Pharma Pvt. Ltd.,Bank Guarantee,CARE,A 2,2025-08-18,MEDIUM,NO,Healthcare,,Approaching renewal (300d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Aarti Pharmalabs Ltd.,Fund based financial facility/instrument,CRISIL,AA-,2025-07-17,MEDIUM,NO,Healthcare,,Approaching renewal (332d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Aarvy Healthcare Pvt. Ltd.,Non-government debt,CARE,BB/A4+,2025-08-14,MEDIUM,NO,Healthcare,,Approaching renewal (304d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Accumax Lab Devices Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-11-25,MEDIUM,NO,Healthcare,,Approaching renewal (201d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Accurex Biomedical Pvt. Ltd.,Letter Of credit,CARE,A 4,2025-07-03,MEDIUM,NO,Healthcare,,Approaching renewal (346d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Aculife Healthcare Pvt. Ltd.,Long term Loans,CRISIL,A,2025-07-04,MEDIUM,NO,Healthcare,,Approaching renewal (345d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Aditya Birla Health Services Pvt. Ltd.,Long term Loans,CRISIL,A-,2025-07-31,MEDIUM,NO,Healthcare,,Approaching renewal (318d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Agappe Diagnostics Ltd.,Long term Loans,CRISIL,A,2025-09-26,MEDIUM,NO,Healthcare,,Approaching renewal (261d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Aimil Pharmaceuticals (India) Ltd.,Long term Loans,CRISIL,D,2025-10-10,MEDIUM,NO,Healthcare,,Approaching renewal (247d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Aizant Drug Research Solutions Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB,2025-06-23,MEDIUM,NO,Healthcare,,Approaching renewal (356d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Ajanta Pharma Ltd.,Non-government debt,CARE,AA+/A1+,2025-08-25,MEDIUM,NO,Healthcare,,Approaching renewal (293d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Alexis Multi-Speciality Hospital Pvt. Ltd.,Non-government debt,CARE,AA-/A1+,2025-10-10,MEDIUM,NO,Healthcare,,Approaching renewal (247d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Alivus Life Sciences Ltd.,Non-government debt,IND-RA,AA/A1+,2025-09-16,MEDIUM,NO,Healthcare,,Approaching renewal (271d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Alps Hospital Ltd. [Merged],Non-government debt,CARE,AA+/A1+,2025-11-04,MEDIUM,NO,Healthcare,,Approaching renewal (222d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Ambuja Neotia Healthcare Venture Ltd.,Bank Guarantee,CARE,A-,2025-12-08,MEDIUM,NO,Healthcare,,Approaching renewal (188d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Anjan Drugs Pvt. Ltd.,Term loans,IND-RA,A-,2025-06-17,MEDIUM,NO,Healthcare,,Approaching renewal (362d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Annora Pharma Pvt. Ltd.,Non-government debt,CARE,A+/A1,2025-09-24,MEDIUM,NO,Healthcare,,Approaching renewal (263d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Anshu Hospitals Ltd.,Long term Loans,CRISIL,BBB+,2025-09-11,MEDIUM,NO,Healthcare,,Approaching renewal (276d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Anuh Pharma Ltd.,Non-government debt,ICRA,A-/A2+,2025-09-15,MEDIUM,NO,Healthcare,,Approaching renewal (272d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Apex Healthcare Ltd.,Bank Guarantee,CRISIL,A 4+,2025-09-29,MEDIUM,NO,Healthcare,,Approaching renewal (258d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Apollo Micro Systems Ltd.,Term loans,ACUITE,A-,2025-09-05,MEDIUM,NO,Healthcare,,Approaching renewal (282d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Apollo Pipes Ltd.,Letter Of credit,CRISIL,A 1,2025-11-03,MEDIUM,NO,Healthcare,,Approaching renewal (223d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Artemis Medicare Services Ltd.,Non-government debt,CARE,A/A2+,2025-08-12,MEDIUM,NO,Healthcare,,Approaching renewal (306d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Arunodaya Hospitals Pvt. Ltd.,Non-government debt,CARE,A/A1,2025-11-07,MEDIUM,NO,Healthcare,,Approaching renewal (219d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Asarfi Hospital Ltd.,Term loans,CRISIL,BBB-,2025-10-10,MEDIUM,NO,Healthcare,,Approaching renewal (247d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Asian Institute Of Oncology Pvt. Ltd.,Term loans,ICRA,B+,2025-10-30,MEDIUM,NO,Healthcare,,Approaching renewal (227d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Aspiro Pharma Ltd.,Term loans,CARE,A,2025-09-24,MEDIUM,NO,Healthcare,,Approaching renewal (263d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Aster D M Healthcare Ltd.,Term loans,ICRA,A+,2025-10-03,MEDIUM,NO,Healthcare,,Approaching renewal (254d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Avesta Pharma Pvt. Ltd.,Bank Guarantee,ICRA,A 3+,2025-08-28,MEDIUM,NO,Healthcare,,Approaching renewal (290d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Avet Lifesciences Pvt. Ltd.,Non-government debt,CARE,BBB+/A2,2025-09-25,MEDIUM,NO,Healthcare,,Approaching renewal (262d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Axxelent Pharma Science Pvt. Ltd.,Term loans,IND-RA,BB+,2025-11-20,MEDIUM,NO,Healthcare,,Approaching renewal (206d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Babina Healthcare & Hospitality Inds. Pvt. Ltd.,Term loans,CRISIL,BB+,2025-11-04,MEDIUM,NO,Healthcare,,Approaching renewal (222d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Baroque Pharmaceuticals Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB,2025-12-11,MEDIUM,NO,Healthcare,,Approaching renewal (185d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Bavya Health Services Pvt. Ltd.,Bank Guarantee,CARE,A 3+,2025-08-07,MEDIUM,NO,Healthcare,,Approaching renewal (311d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Bharat Biotech Intl. Ltd.,Non-government debt,ICRA,AA/A1+,2025-08-29,MEDIUM,NO,Healthcare,,Approaching renewal (289d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Bharat Serums & Vaccines Ltd. [Merged],Term loans,CRISIL,AA+,2025-10-29,MEDIUM,NO,Healthcare,,Approaching renewal (228d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Biomatrix Healthcare Pvt. Ltd.,Term loans,CRISIL,BBB-,2025-09-02,MEDIUM,NO,Healthcare,,Approaching renewal (285d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Blue Jet Healthcare Ltd.,Non-government debt,CARE,A+/A1+,2025-12-16,MEDIUM,NO,Healthcare,,Approaching renewal (180d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Brilliant Bio Pharma Pvt. Ltd.,Bank Guarantee,CARE,A 3+,2025-11-13,MEDIUM,NO,Healthcare,,Approaching renewal (213d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Bsv Pharma Pvt. Ltd. [Merged],Term loans,CRISIL,AA,2025-10-29,MEDIUM,NO,Healthcare,,Approaching renewal (228d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
C K Birla Healthcare Pvt. Ltd.,Term loans,CARE,AA+(CE),2025-09-04,MEDIUM,NO,Healthcare,,Approaching renewal (283d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Centenial Surgical Suture Ltd.,Bank Guarantee,CRISIL,A 4+,2025-07-25,MEDIUM,NO,Healthcare,,Approaching renewal (324d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Cera Sanitaryware Ltd.,Non-government debt,CARE,AA/A1+,2025-08-26,MEDIUM,NO,Healthcare,,Approaching renewal (292d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Chalasani Hospitals Pvt. Ltd.,Term loans,CARE,A+,2025-11-17,MEDIUM,NO,Healthcare,,Approaching renewal (209d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Chromachemie Laboratory Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-09-15,MEDIUM,NO,Healthcare,,Approaching renewal (272d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Cohance Lifesciences Ltd.,Non-government debt,IND-RA,AA/A1+,2025-12-03,MEDIUM,NO,Healthcare,,Approaching renewal (193d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Cohance Lifesciences Ltd. [Merged],Non-government debt,CARE,AA-/A1+,2025-07-23,MEDIUM,NO,Healthcare,,Approaching renewal (326d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Concept Pharmaceuticals Ltd.,Bank Guarantee,CRISIL,A 3+,2025-08-08,MEDIUM,NO,Healthcare,,Approaching renewal (310d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Concord Biotech Ltd.,Non-fund-based financial facility/instrument,ICRA,A 1+,2025-07-23,MEDIUM,NO,Healthcare,,Approaching renewal (326d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Continental Hospitals Pvt. Ltd.,Bank Guarantee,CRISIL,A 2+,2025-11-03,MEDIUM,NO,Healthcare,,Approaching renewal (223d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Corvine Chemicals & Pharmaceuticals Pvt. Ltd.,Letter Of credit,CRISIL,A 3+,2025-10-31,MEDIUM,NO,Healthcare,,Approaching renewal (226d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Crux Biotech India Pvt. Ltd.,Bank Guarantee,CARE,A 3,2025-08-21,MEDIUM,NO,Healthcare,,Approaching renewal (297d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
D C D C Health Services Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,2025-10-31,MEDIUM,NO,Healthcare,,Approaching renewal (226d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Denis Chem Lab Ltd.,Bank Guarantee,CRISIL,A 3+,2025-10-27,MEDIUM,NO,Healthcare,,Approaching renewal (230d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Desun Health City Foundation,Long term Loans,CRISIL,BBB,2025-08-28,MEDIUM,NO,Healthcare,,Approaching renewal (290d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Dhanuka Biotech Pvt. Ltd.,Term loans,CRISIL,A-,2025-08-29,MEDIUM,NO,Healthcare,,Approaching renewal (289d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Dr. K M Cherian Institute Of Medical Sciences Pvt. Ltd.,Term loans,CARE,BBB-,2025-06-25,MEDIUM,NO,Healthcare,,Approaching renewal (354d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Dr. Shaji'S M R I & Medical Research Centre Pvt. Ltd.,Term loans,CRISIL,BB,2025-06-16,MEDIUM,NO,Healthcare,,Approaching renewal (363d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Durgapur Medical Centre Pvt. Ltd.,Term loans,CARE,A,2025-12-02,MEDIUM,NO,Healthcare,,Approaching renewal (194d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
East India Pharmaceutical Works Ltd.,Bank Guarantee,ICRA,A 4+,2025-09-30,MEDIUM,NO,Healthcare,,Approaching renewal (257d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Elektronik Lab India Pvt. Ltd.,Bank Guarantee,CARE,A 4+,2025-10-01,MEDIUM,NO,Healthcare,,Approaching renewal (256d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Emcure Pharmaceuticals Ltd.,Fund based financial facility/instrument,CRISIL,AA-,2025-10-17,MEDIUM,NO,Healthcare,,Approaching renewal (240d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Encore Healthcare Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB-,2025-08-28,MEDIUM,NO,Healthcare,,Approaching renewal (290d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Eugia Pharma Specialities Ltd.,Non-government debt,IND-RA,AA/A1+,2025-12-01,MEDIUM,NO,Healthcare,,Approaching renewal (195d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Fermenta Biotech Ltd.,Bank Guarantee,CARE,A 3+,2025-10-01,MEDIUM,NO,Healthcare,,Approaching renewal (256d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Finecure Pharmaceuticals Ltd.,Letter Of credit,CRISIL,A 3+,2025-09-25,MEDIUM,NO,Healthcare,,Approaching renewal (262d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Fortis Hospitals Ltd.,Term loans,CRISIL,AA+,2025-09-01,MEDIUM,NO,Healthcare,,Approaching renewal (286d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Fortis Hospotel Ltd.,Term loans,CRISIL,AA+,2025-09-30,MEDIUM,NO,Healthcare,,Approaching renewal (257d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Fredun Pharmaceuticals Ltd.,Term loans,BRICKWORK,BBB+,2025-11-26,MEDIUM,NO,Healthcare,,Approaching renewal (200d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
G P T Healthcare Ltd.,Fund based financial facility/instrument,CRISIL,A-,2025-10-27,MEDIUM,NO,Healthcare,,Approaching renewal (230d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Gennova Biopharmaceuticals Ltd.,Fund based financial facility/instrument,CRISIL,AA-,2025-10-17,MEDIUM,NO,Healthcare,,Approaching renewal (240d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Gleneagles Healthcare India Pvt. Ltd.,Term loans,IND-RA,A+,2025-10-31,MEDIUM,NO,Healthcare,,Approaching renewal (226d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Glenmark Pharmaceuticals Ltd.,Fund based financial facility/instrument,CRISIL,AA,2025-09-18,MEDIUM,NO,Healthcare,,Approaching renewal (269d) — warm call; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Global Health Ltd.,Term loans,CRISIL,AA,2025-12-16,MEDIUM,NO,Healthcare,,Approaching renewal (180d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Global Health Patliputra Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,AA-,2025-12-16,MEDIUM,NO,Healthcare,,Approaching renewal (180d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Golden Hospitality Services Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2025-08-04,MEDIUM,NO,Healthcare,,Approaching renewal (314d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Graviti Pharmaceuticals Pvt. Ltd.,Non-government debt,CARE,A/A1,2025-12-16,MEDIUM,NO,Healthcare,,Approaching renewal (180d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Hazelo Lab Pvt. Ltd.,Letter Of credit,CARE,A 2,2025-09-22,MEDIUM,NO,Healthcare,,Approaching renewal (265d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Healthium Medtech Ltd.,Non-government debt,ICRA,AA-/A1+,2025-12-11,MEDIUM,NO,Healthcare,,Approaching renewal (185d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Herbolab India Pvt. Ltd.,Term loans,CARE,BBB-,2025-11-27,MEDIUM,NO,Healthcare,,Approaching renewal (199d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Hetero Biopharma Ltd.,Term loans,CARE,A+,2025-09-24,MEDIUM,NO,Healthcare,,Approaching renewal (263d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Hetero Drugs Ltd.,Non-government debt,CARE,A+/A1,2025-09-22,MEDIUM,NO,Healthcare,,Approaching renewal (265d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Hetero Healthcare Ltd.,Non-fund based working capital limit,IND-RA,A-,2025-10-30,MEDIUM,NO,Healthcare,,Approaching renewal (227d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Hindys Lab Pvt. Ltd.,Term loans,CARE,A-,2025-09-22,MEDIUM,NO,Healthcare,,Approaching renewal (265d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Honour Lab Ltd.,Non-government debt,CARE,A/A1,2025-09-22,MEDIUM,NO,Healthcare,,Approaching renewal (265d) — warm call,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
