Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Quarter,Escalation_Month,Escalation_Date,HOT_Date,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Call_Window,Also_In_Other_Quarter
Lalitha Chem Inds. Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4,2026-04-28,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,26.0,Chemicals/Pharma,Standard,D365,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Lall Minerals Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,6.5,Mining/Minerals,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Lemon Electronics Ltd.,CARE,Letter Of credit,D,2026-04-20,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,65.0,Other,Standard,D365,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Lenz Ceramic Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,10.5,Other,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Libra International Ltd.,CARE,Non-government debt,B/A4,2026-05-04,LOW (<90 days),Q2 2027,May 2027,May 2027,Feb 2027,2.55,Other,NCD — SEBI License Required,D365,"INC since May 2026 (55 days). MEDIUM by Nov 2026, HOT by Feb 2027, ULTRA HOT by May 2027.",Your Non-government debt at CARE hits ULTRA HOT in May 2027. Start ACER process by Feb 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Libra International Ltd.,CARE,Term loans,B,2026-05-04,LOW (<90 days),Q2 2027,May 2027,May 2027,Feb 2027,17.45,Other,Standard,D365,"INC since May 2026 (55 days). MEDIUM by Nov 2026, HOT by Feb 2027, ULTRA HOT by May 2027.",Your Term loans at CARE hits ULTRA HOT in May 2027. Start ACER process by Feb 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Lido Commercial Co. Ltd.,ACUITE,Bank Guarantee,A 4+,2026-04-01,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,15.5,Other,Standard,D365,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Lido Commercial Co. Ltd.,ACUITE,Fund based financial facility/instrument,A 4+,2026-04-01,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,8.75,Other,Standard,D365,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Lido Commercial Co. Ltd.,ACUITE,Term loans,BB-,2026-04-01,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.2,Other,Standard,D365,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Lords Travel Pvt. Ltd.,CARE,Bank Guarantee,B-,2026-05-04,LOW (<90 days),Q2 2027,May 2027,May 2027,Feb 2027,3.5,Hotels/Tourism,Standard,D365,"INC since May 2026 (55 days). MEDIUM by Nov 2026, HOT by Feb 2027, ULTRA HOT by May 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in May 2027. Start ACER process by Feb 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Luxra Enterprises Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-23,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,6.0,Other,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Lyka B D R Intl. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,13.4,Other,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M B R Flexibles Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2026-04-17,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,3.0,Other,Standard,D365,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M B R Flexibles Ltd.,ICRA,Non-government debt,B+/A4,2026-04-17,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.89,Other,NCD — SEBI License Required,D365,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M B R Flexibles Ltd.,ICRA,Term loans,B+,2026-04-17,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,3.09,Other,Standard,D365,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M D A Mineral Dhatu (A P) Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,5.0,Mining/Minerals,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M G Autosales Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-17,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.25,Automobiles,Standard,D365,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M G Autosales Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2026-04-17,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,14.75,Automobiles,Standard,D365,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M G Housing Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2026-04-03,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,19.85,Construction/Infra,Standard,D365,"INC since Apr 2026 (86 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M G Housing Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-03,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,92.36,Construction/Infra,Standard,D365,"INC since Apr 2026 (86 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M G M Infra Devp. Solutions Pvt. Ltd.,CARE,Term loans,D,2026-04-22,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,4.94,Construction/Infra,Standard,D365,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M G T Motors Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,A 4,2026-04-16,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,3.5,Automobiles,Standard,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M G T Motors Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,A 4,2026-04-16,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,101.5,Automobiles,Standard,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M J Gold Pvt. Ltd.,BRICKWORK,Non-government debt,B-,2026-04-07,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,12.0,Other,NCD — SEBI License Required,D365,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M J Grain Products Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-06,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.5,Agro/Food,Standard,D365,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M J Grain Products Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-06,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,1.3,Agro/Food,Standard,D365,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M K Roy & Bros. Projects Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,15.65,Other,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,175.0,Construction/Infra,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,55.0,Construction/Infra,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
M S R India Ltd.,CRISIL,Long term Loans,D,2026-04-23,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.4,Other,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M S Support Services Ltd.,CARE,Bank Guarantee,A 4,2026-04-24,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,1.5,Other,Standard,D365,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
M S Support Services Ltd.,CARE,Non-government debt,B-/A4,2026-04-24,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,3.75,Other,NCD — SEBI License Required,D365,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Ma Sarada Cold Storage Pvt. Ltd.,ICRA,Term loans,D,2026-04-09,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,4.01,Other,Standard,D365,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Maa Annapurna Jute & Carpets Inds. Pvt. Ltd.,CRISIL,Term loans,B,2026-04-28,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,10.0,Other,Standard,D365,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Machine Tools (India) Ltd.,CARE,Non-government debt,B-/A4,2026-04-08,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,8.5,Other,NCD — SEBI License Required,D365,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Madras Race Club,CRISIL,Long term Loans,B,2026-04-09,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,10.0,Other,Standard,D365,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Magcore Lamination (India) Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-23,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,5.0,Mining/Minerals,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Magcore Lamination (India) Pvt. Ltd.,CRISIL,Letter Of credit,B,2026-04-23,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,4.0,Mining/Minerals,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Magcore Lamination (India) Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-23,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,83.87,Mining/Minerals,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Magcore Lamination (India) Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-23,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.63,Mining/Minerals,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Magnum Lubricants (India) Pvt. Ltd.,CRISIL,Letter Of credit,B,2026-04-24,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,6.5,Other,Standard,D365,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Mahajan Overseas Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.25,Other,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Mahajan Overseas Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,3.0,Other,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Mahajan Overseas Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,1.47,Other,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Mahakaleshwar Tollways Pvt. Ltd.,CARE,Term loans,D,2026-04-16,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,164.84,Construction/Infra,Standard,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Mahalaxmi Automotives Wheels Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,2.3,Automobiles,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Mahalaxmi Bus Transport Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,13.28,Logistics,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Mahalaxmi Technocast Pvt. Ltd.,ICRA,Short-term loan,A 4,2026-04-09,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.0,IT/Technology,Standard,D365,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Short-term loan at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Maharaja Agrofoods Pvt. Ltd.,CRISIL,Term loans,D,2026-04-23,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,23.0,Agro/Food,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Mahesh Industries Pvt. Ltd.,CRISIL,Letter Of credit,D,2026-04-24,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,60.0,Other,Standard,D365,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Mahesh Timber Pvt. Ltd.,CRISIL,Letter Of credit,D,2026-04-24,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,20.0,Other,Standard,D365,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Maheshwari Fabtex Pvt. Ltd.,CRISIL,Long term Loans,D,2026-04-24,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,1.5,Other,Standard,D365,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Maheshwari Fabtex Pvt. Ltd.,CRISIL,Long term Loans,D,2026-04-24,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.5,Other,Standard,D365,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Maini Construction Equipments Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,10.9,Construction/Infra,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Makharia Machineries Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-24,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,2.0,Other,Standard,D365,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Man Cott Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,25.0,Other,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Maneesh Pipes Pvt. Ltd.,CARE,Bank Guarantee,B-,2026-04-13,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,3.5,Other,Standard,D365,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Maneesh Pipes Pvt. Ltd.,CARE,Term loans,B-,2026-04-13,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.65,Other,Standard,D365,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
Manglam Paper Pvt. Ltd.,IND-RA,Term loans,D,2026-04-02,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,29.5,Paper/Packaging,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,No
